"","cty_name","iso3numeric","id","year","eiacty","oil_prod32_14","oil_price_2000","oil_price_nom","oil_value_nom","oil_value_2000","oil_value_2014","gas_prod55_14","gas_price_2000_mboe","gas_price_2000","gas_price_nom","gas_value_nom","gas_value_2000","gas_value_2014","oil_gas_value_nom","oil_gas_value_2000","oil_gas_value_2014","oil_gas_valuePOP_nom","oil_gas_valuePOP_2000","oil_gas_valuePOP_2014","oil_exports","net_oil_exports","net_oil_exports_mt","net_oil_exports_value","net_oil_exports_valuePOP","gas_exports","net_gas_exports_bcf","net_gas_exports_mboe","net_gas_exports_value","net_gas_exports_valuePOP","net_oil_gas_exports_valuePOP","population","pop_maddison","sovereign","mult_nom_2000","mult_nom_2014","mult_2000_2014"
"3036","Czech Republic",203,"CZE",2001,"Czech Republic",369466.2,23.698,24.4438911,66198634.1196329,64367051.3574296,88490117.7128482,1.0555300886,20814444.2019471,3.8446962025,4,22595442.4783435,21970272.1330928,30204148.3373976,88794076.5979764,86337323.4905225,118694266.050246,8.6768500658,8.4367791153,11.5986605148,2.21043,-119.15783,-5934059.934,-1030687823.1991,-100.717570914,0,-336.23412,-62.8106382701,-1307368525.5612,-127.754475429,-228.472046343,10233446,10262308,1,0.9723320158,1.3367363072,1.3747735192
"3037","Pakistan",586,"PAK",1963,"Pakistan",369908.4,9.994071,1.8,4880571.4296,27440183.165783,37724037.1773217,9.2392507881,17058352.7221649,3.1508976793,0.16,28032221.3089828,157606398.832133,216673103.56518,32912792.7385828,185046581.997916,254397140.742501,0.6602243136,3.7119989649,5.1031578801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49850925,54524471,0,5.62233,7.7294304,1.3747735192
"3038","North Vietnam",998,"VDR",1993,NA,NA,20.01414,16.9716342,NA,NA,NA,NA,15124772.6271366,2.7937405063,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70317006,71243961,0,1.1916955017,1.6383114187,1.3747735192
"3039","Ukraine",804,"UKR",1964,"Ukraine",NA,9.864053,1.8,NA,NA,NA,NA,15889969.7389196,2.9350822785,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44785626,44785626,0,5.54484,7.6228992,1.3747735192
"3040","Sierra Leone",694,"SLE",2010,"Sierra Leone",0,62.7780519037,79.4955336,0,0,0,0,19153401.3794631,3.5378801776,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5867536,NA,1,0.7897053968,1.0856660674,1.3747735192
"3041","Chile",152,"CHL",2013,"Chile",331954.35,80.3195300542,108.6585177866,264390663.829064,195435519.47941,268679576.884306,6.2474196461,14835996.8499363,2.7403998971,3.7072900048,125389170.441693,92686698.1891915,127423218.249224,389779834.270757,288122217.668601,396102795.13353,22.121810093,16.3522697237,22.4806673943,0,-186.9266,-9308944.68,-5480057683.32254,-311.0186436303,0,-133.45539,-24.9303022147,-369865885.124733,-20.9916012867,-332.0102449171,17619708,NA,1,0.7391922114,1.0162218779,1.3747735192
"3042","Peru",604,"PER",1955,"Peru",2355464,12.26506,1.93,33322513.6616,214147267.336327,294403992.335266,5.579635655,12384826.4999508,2.2876371308,0.1,10752785.5767304,69102819.52,95000726.3756489,44075299.2383304,283250086.856327,389404718.710914,5.0560108406,32.4924738915,44.6697926781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8717406,8671500,1,6.426504,8.83498752,1.3747735192
"3043","Cote d'Ivoire",384,"CIV",2014,"Cote dIvoire (IvoryCoast)",1792800,71.9725878669,98.9460079051,1300271653.78719,945807899.018969,1300271653.78719,13.1736,17121245.3749253,3.1625147632,4.3477415504,310078019.948918,225548438.071116,310078019.948918,1610349673.73611,1171356337.09009,1610349673.73611,77.4028919389,56.3022860566,77.4028919389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20804774,NA,1,0.7273925385,1,1.3747735192
"3044","Austria",40,"AUT",2013,"Austria",804713.22,80.3195300542,108.6585177866,640927472.189546,473768595.539262,651324519.358784,9.0313802548,14835996.8499363,2.7403998971,3.7072900048,181264800.86974,133989529.010801,184205256.329274,822192273.059286,607758124.550063,835529775.688058,96.9637824792,71.6748728002,98.5367171151,0,-158.75066,-7905782.868,-4654034118.55522,-548.8652310524,140.3065,-227.21671,-42.4455036887,-629721359.019518,-74.2650677697,-623.1302988221,8479375,NA,1,0.7391922114,1.0162218779,1.3747735192
"3045","Guatemala",320,"GTM",1968,"Guatemala",0,8.797903,1.8,0,0,0,0,14955265.6366302,2.7624303797,0.16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5045000,5045000,1,4.947306,6.80142528,1.3747735192
"3046","United Arab Emirates",784,"ARE",1951,"United Arab Emirates",NA,11.19891,1.71,NA,NA,NA,NA,0,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73298,73298,0,6.622812,9.10486656,1.3747735192
"3047","Congo, Rep.",178,"COG",1966,"Congo (Brazzaville)",61922,9.413322,1.8,816998.868,4333165.91614368,5957121.75565732,0,16123642.9091083,2.9782447257,0.16,0,0,0,816998.868,4333165.91614368,5957121.75565732,0.6947954628,3.6850283839,5.0660794395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175884,1151207,1,5.30376,7.2914688,1.3747735192
"3048","South Sudan",728,"SSD",1991,NA,NA,24.95484,20.0033852,NA,NA,NA,0,19477222.3879517,3.5976940928,1.64,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5698383,NA,0,1.2643171806,1.7381497797,1.3747735192
"3049","Lao PDR",418,"LAO",1986,"Laos",0,22.21579,14.43,0,0,0,0,23632833.4266869,4.3652890295,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3761769,3761769,1,1.5711678832,2.16,1.3747735192
"3050","Kyrgyz Republic",417,"KGZ",1939,"Kyrgyzstan",NA,12.49909,1.02,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.38979,17.0331552,1.3747735192
"3051","German Democratic Republic (East Germany)",278,"DDR",2007,NA,NA,60.1199916104,72.3890784,NA,NA,NA,NA,31248808.1865621,5.7720577596,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8305119079,1.1417657783,1.3747735192
"3052","Uruguay",858,"URY",2012,"Uruguay",0,83.7544654913,111.669702381,0,0,0,0,10800827.7291659,1.9950521355,2.66,0,0,0,0,0,0,0,0,0,0,-38.2,-1902360,-1167788512.34462,-343.9474208092,0,-2.1189,-0.3958237832,-4275224.49380786,-1.2591770021,-345.2065978112,3395253,NA,1,0.7500195998,1.0311070847,1.3747735192
"3053","Slovak Republic",703,"SVK",1951,"Slovakia",NA,11.19891,1.71,NA,NA,NA,NA,0,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3508698,3508698,0,6.622812,9.10486656,1.3747735192
"3054","Madagascar",450,"MDG",1963,"Madagascar",0,9.994071,1.8,0,0,0,0,17058352.7221649,3.1508976793,0.16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5821158,5821158,1,5.62233,7.7294304,1.3747735192
"3055","Costa Rica",188,"CRI",2001,"Costa Rica",0,23.698,24.4438911,0,0,0,0,20814444.2019471,3.8446962025,4,0,0,0,0,0,0,0,0,0,0,-5.64,-280872,-48784702.8,-12.9265243243,0,0,0,0,0,-12.9265243243,3774000,3774000,1,0.9723320158,1.3367363072,1.3747735192
"3056","Namibia",516,"NAM",1953,"Namibia",NA,12.27372,1.93,NA,NA,NA,NA,0,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497453,497453,0,6.43167,8.8420896,1.3747735192
"3057","Central African Republic",140,"CAF",1952,"Central African Republic",0,10.95621,1.71,0,0,0,NA,0,NA,0.08,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291695,1291695,0,6.48333,8.9131104,1.3747735192
"3058","Finland",246,"FIN",2007,"Finland",0,60.1199916104,72.3890784,0,0,0,0,31248808.1865621,5.7720577596,6.25,0,0,0,0,0,0,0,0,0,0,-250.85688,-12492672.624,-5504752435.16749,-1050.8341068115,0,-161.67207,-30.2013546607,-943756338.766193,-180.1591190476,-1230.9932258591,5238460,5238460,1,0.8305119079,1.1417657783,1.3747735192
"3059","Liberia",430,"LBR",1980,"Liberia",0,75.97401,36.83,0,0,0,0,30804095.0090108,5.6899135021,1.59,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1848799,1848799,1,2.0898058252,2.8730097087,1.3747735192
"3060","Haiti",332,"HTI",2013,"Haiti",0,80.3195300542,108.6585177866,0,0,0,0,14835996.8499363,2.7403998971,3.7072900048,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,10317461,NA,1,0.7391922114,1.0162218779,1.3747735192
"3061","Mongolia",496,"MNG",1981,"Mongolia",0,67.14143,35.93,0,0,0,0,34697136.395785,6.4090084388,1.98,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708832,1708832,1,1.8943894389,2.6043564356,1.3747735192
"3062","Congo, Rep.",178,"COG",1994,"Congo (Brazzaville)",9560000,18.26323,15.8173152,1108395199.17696,1287892397.42424,1770560363.51118,0.615503996,13479751.8853629,2.4898839662,1.85,7140486.98275262,8296841.15000001,11406277.5057282,1115535686.15971,1296189238.57424,1781966641.01691,394.8719215788,458.8187914701,630.7719246079,164.41005,164.41005,8187620.49,1095970373.47345,387.9462869151,0,0,0,0,0,387.9462869151,2825057,2570292,1,1.1619433198,1.5974089069,1.3747735192
"3063","France",250,"FRA",1941,"France",56557,13.17518,1.14,472601.6034,5524209.89563998,7594537.47882826,NA,0,NA,0.05,NA,NA,NA,472601.6034,5524209.89563998,7594537.47882826,0.0119343839,0.1395002499,0.1917812495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39600000,39600000,0,11.688936,16.06963968,1.3747735192
"3064","Bangladesh",50,"BGD",1967,"Bangladesh",NA,9.161955,1.8,NA,NA,NA,NA,15656296.5687308,2.8919198312,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62765415,62765415,0,5.153946,7.08550848,1.3747735192
"3065","Korea, Dem. Rep.",408,"PRK",1958,"Korea, North",NA,12.24772,2.08,NA,NA,NA,NA,13786882.6533849,2.5466149789,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9727435,9727435,1,5.952954,8.18396352,1.3747735192
"3066","Austria",40,"AUT",1935,"Austria",6011,12.03969,0.97,42738.8111,535854.17039209,736678.123588512,NA,0,NA,0.06,NA,NA,NA,42738.8111,535854.17039209,736678.123588513,0.0063213742,0.079256644,0.1089599355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6761000,6761000,1,12.537882,17.23674816,1.3747735192
"3067","Armenia",51,"ARM",1932,"Armenia",NA,10.86086,0.87,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.599874,17.32197312,1.3747735192
"3068","German Democratic Republic (East Germany)",278,"DDR",1985,NA,58668,43.43477,27.56,11851903.910137,18967452.1684534,26075950.9671951,87.21,27598504.3500577,5.0977995781,2.51,1503941548.93179,2406865564.36854,3308895042.08101,1515793452.84193,2425833016.53699,3334970993.0482,91.071464362,145.7481985422,200.3707638217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16644000,NA,1,1.6003717472,2.2001486989,1.3747735192
"3069","Brunei",96,"BRN",1938,"Brunei",944398.9,13.66059,1.13,7822361.64881,95543467.243366,131350628.69527,NA,0,NA,0.05,NA,NA,NA,7822361.64881,95543467.243366,131350628.69527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.214146,16.79168448,1.3747735192
"3070","United States",840,"USA",1985,"United States",4.41e+08,43.43477,27.56,89088526800,142574761291.45,196008006324.58,3726.4870806372,27598504.3500577,5.0977995781,2.51,64263487583.1652,102845469905.4,141389228591.898,153352014383.165,245420231196.85,337397234916.478,645.3563948843,1032.8101412554,1419.8800325217,204.14521,-2996.66849,-149234090.802,-47508256419.73,-199.9305794163,NA,NA,NA,NA,NA,NA,237623762,238466283,1,1.6003717472,2.2001486989,1.3747735192
"3071","Slovenia",705,"SVN",1994,"Slovenia",67000,18.26323,15.8173152,7768041.667872,9026024.12420754,12408738.9492938,0,13479751.8853629,2.4898839662,1.85,0,0,0,7768041.667872,9026024.12420754,12408738.9492938,3.9056974548,4.5381990669,6.2389959019,0,-7.91507,-394170.486,-52762481.5147765,-26.5284737869,0,-28.61,-5.344527084,-72042899.0370021,-36.2224843064,-62.7509580933,1988900,2001036,1,1.1619433198,1.5974089069,1.3747735192
"3072","Italy",380,"ITA",1986,"Italy",2529000,22.21579,14.43,267497135.1,420282907.520255,577793811.816,95.3036581308,23632833.4266869,4.3652890295,1.94,1433516749.944,2252295477.558,3096396179.87904,1701013885.044,2672578385.07826,3674189991.69504,30.1038531103,47.2982071679,65.0243227183,24.93699,-1633.1612,-81331427.76,-13242917683.202,-234.3677804117,NA,NA,NA,NA,NA,NA,56504856,56733833,1,1.5711678832,2.16,1.3747735192
"3073","Saudi Arabia",682,"SAU",1971,"Saudi Arabia",2.37e+08,9.413323,2.24,3891350400,16524432688.7808,22717352479.7399,174.1093576602,14018642.7165789,2.5894240506,0.18,574780282.139537,2440776878.652,3355515418.95796,4466130682.13954,18965209567.4328,26072867898.6979,745.4376133441,3165.4650440603,4351.7975184126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5991287,6287454,1,4.246452,5.83790976,1.3747735192
"3074","Mali",466,"MLI",1944,"Mali",NA,11.71031,1.21,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.78096,13.4466048,1.3747735192
"3075","Montenegro",499,"MNE",1946,NA,NA,9.768706,1.12,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.80803,12.1090464,1.3747735192
"3076","Swaziland",748,"SWZ",1932,"Swaziland",NA,10.86086,0.87,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.599874,17.32197312,1.3747735192
"3077","Lesotho",426,"LSO",1935,"Lesotho",NA,12.03969,0.97,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.537882,17.23674816,1.3747735192
"3078","Cape Verde",132,"CPV",1996,"Cape Verde",0,22.48449,20.6684884,0,0,0,0,12412518.0098546,2.2927521097,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383402,383402,1,1.0975143403,1.508833652,1.3747735192
"3079","Ireland",372,"IRL",1946,"Ireland",NA,9.768706,1.12,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2957000,2957000,1,8.80803,12.1090464,1.3747735192
"3080","Bolivia",68,"BOL",1945,"Bolivia",52186,9.933396,1.05,401649.549,3839988.18579465,5279114.07173219,NA,0,NA,0.05,NA,NA,NA,401649.549,3839988.18579465,5279114.07173219,0.1409296663,1.3473642757,1.8523207269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2850000,2850000,1,9.560544,13.14358272,1.3747735192
"3081","South Vietnam",714,"VSO",1967,NA,0,9.161955,1.8,0,0,0,NA,15656296.5687308,2.8919198312,0.16,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39463910,39463910,1,5.153946,7.08550848,1.3747735192
"3082","Canada",124,"CAN",2006,"Canada",1.26e+08,55.369,65.1440625,60053430750.2112,51295638765.8053,70519885823.8194,1454.2038030941,31279493.269058,5.77772569,6.39,53252789936.4542,45486758070.7213,62533990468.2362,113306220686.665,96782396836.5267,133053876292.056,3501.6053557796,2990.9545747284,4111.8851463583,1904.48334,1038.86055,51735255.39,20995044474.4267,648.828985125,3605.73213,3264.83643,609.8918813346,19077108997.0602,589.5572778976,1238.3862630227,32358364,32657000,1,0.8541666667,1.1742857143,1.3747735192
"3083","Chile",152,"CHL",1979,"Chile",1010000,74.01507,31.61,234018313,555068230.008264,763093103.944463,39.2504184053,23003312.7208218,4.2490084388,1.18,380660792.783972,902889649,1241268780.17227,614679105.783972,1457957879.00826,2004361884.11673,55.849277763,132.4689480824,182.1148019352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11006035,10922822,1,2.3719008264,3.2608264463,1.3747735192
"3084","Sri Lanka",144,"LKA",1977,"Sri Lanka",0,39.04015,13.92,0,0,0,0,22498960.609321,4.1558481013,0.79,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14249606,14249606,1,2.839578,3.90377664,1.3747735192
"3085","Ethiopia",231,"ETH",1961,NA,NA,10.23677,1.8,NA,NA,NA,NA,16357321.7900643,3.0214082278,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26289080,26289080,0,5.75148,7.9069824,1.3747735192
"3086","Israel",376,"ISR",1955,"Israel",NA,12.26506,1.93,NA,NA,NA,NA,12384826.4999508,2.2876371308,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1772032,1772032,1,6.426504,8.83498752,1.3747735192
"3087","Serbia",688,"SRB",1976,NA,NA,38.23404,12.8,NA,NA,NA,NA,17871229.028872,3.3010464135,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.025554,4.15945152,1.3747735192
"3088","Nicaragua",558,"NIC",1952,"Nicaragua",NA,10.95621,1.71,NA,NA,NA,NA,0,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1165790,1165790,1,6.48333,8.9131104,1.3747735192
"3089","Liberia",430,"LBR",2009,"Liberia",0,49.5009802438,61.6712648,0,0,0,0,16918245.4629102,3.1250180622,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835929,3583000,1,0.8026587488,1.1034739928,1.3747735192
"3090","Japan",392,"JPN",2002,"Japan",265509.198,23.71533,25.0232558,48699820.5626542,46615392.4451865,64085607.119069,40.8490144297,19291137.0404127,3.56332173,2.95,823260777.965005,788023935.328371,1083354438.75666,871960598.527659,834639327.773557,1147440045.87573,6.8375685832,6.5449100057,8.9977689611,0,-4110.77991,-204716839.518,-35583303274.9024,-279.0301270134,0,-2720.17319,-508.1453787886,-9802702138.66329,-76.8688955518,-355.8990225651,127524951,127187000,1,0.9571984436,1.3159310728,1.3747735192
"3091","Bulgaria",100,"BGR",1958,"Bulgaria",222951,12.24772,2.08,3399200.1264,20235281.9892534,27818929.831637,0,13786882.6533849,2.5466149789,0.12,0,0,0,3399200.1264,20235281.9892534,27818929.831637,0.3840266657,2.2860930755,3.1428602226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8851469,7727553,1,5.952954,8.18396352,1.3747735192
"3092","Barbados",52,"BRB",2006,"Barbados",51464.316,55.369,65.1440625,24574518.5501141,20990734.5948891,28857506.0688483,0.1924366002,31279493.269058,5.77772569,6.39,7047008.0067994,6019319.33914115,8275200.83084158,31621526.5569135,27010053.9340303,37132706.8996898,117.2331297618,100.1366316715,137.6651895203,1.75,0.62393,31071.714,12609428.76205,46.7479897159,0,0,0,0,0,46.7479897159,269732,281207,1,0.8541666667,1.1742857143,1.3747735192
"3093","Germany",276,"DEU",1998,"Germany",2934000,13.61725,12.7156615,273465813.66453,288900693.944982,397173023.703596,124.1276314631,11312955.4815178,2.0896487342,1.96,1329226539.5423,1404250368.768,1930526221.2582,1602692353.20683,1693151062.71298,2327699244.96179,19.5019564863,20.6026804107,28.3240194524,27.89416,-2210.66993,-110091362.514,-10987684463.0668,-133.7008589671,148.81741,-2473.21539,-462.0121159187,-5226722499.3106,-63.600050592,-197.3009095592,82181106,82023672,1,1.0564417178,1.4523680982,1.3747735192
"3094","Singapore",702,"SGP",1957,"Singapore",NA,11.47628,1.9,NA,NA,NA,NA,12852184.2618626,2.373964135,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445929,1445929,0,6.111378,8.40176064,1.3747735192
"3095","Korea, Rep.",410,"KOR",1954,"Korea, South",NA,12.21305,1.93,NA,NA,NA,NA,0,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21258836,21258836,1,6.400674,8.79947712,1.3747735192
"3096","Barbados",52,"BRB",1951,"Barbados",NA,11.19891,1.71,NA,NA,NA,NA,0,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214729,214729,0,6.622812,9.10486656,1.3747735192
"3097","Yemen, Dem. Rep. (South Yemen)",720,"YMD",1939,NA,NA,12.49909,1.02,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.38979,17.0331552,1.3747735192
"3098","Guyana",328,"GUY",1944,"Guyana",NA,11.71031,1.21,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.78096,13.4466048,1.3747735192
"3099","Spain",724,"ESP",2000,"Spain",2e+05,28.50001,28.4954492,41774328.5272,41774328.5271998,57430240.6400419,1.1902078693,20051474.2893522,3.7037658228,3.68,23865422.4900001,23865422.49,32809550.8629075,65639751.0172001,65639751.0171998,90239791.5029494,1.6293614383,1.6293614383,2.2400029585,0,-1169.64584,-58248362.832,-12167245119.8073,-302.0249117453,0,-598.02421,-111.7146657545,-2240043748.11993,-55.6041247357,-357.6290364809,40285568,40016081,1,1,1.3747735192,1.3747735192
"3100","Indonesia",360,"IDN",1934,"Indonesia",6356421,12.71579,1,46592565.93,598854622.638817,823289477.032654,NA,0,NA,0.06,NA,NA,NA,46592565.93,598854622.638817,823289477.032654,0.7026050679,9.030588559,12.4150140133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66314019.1504034,66314019.1504034,0,12.853008,17.66997504,1.3747735192
"3101","Georgia",268,"GEO",1954,"Georgia",NA,12.21305,1.93,NA,NA,NA,NA,0,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3759860,3759860,0,6.400674,8.79947712,1.3747735192
"3102","Cape Verde",132,"CPV",1935,"Cape Verde",NA,12.03969,0.97,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.537882,17.23674816,1.3747735192
"3103","Saudi Arabia",682,"SAU",1994,"Saudi Arabia",4.28e+08,18.26323,15.8173152,49622713938.048,57658780972.5497,79267765228.3248,257.601818058,13479751.8853629,2.4898839662,1.85,2988449206.9062,3472408592.64,4773775380.87819,52611163144.9542,61131189565.1897,84041540609.203,2916.7620822967,3389.1122170816,4659.2617295181,6412.04958,6412.04958,319320069.084,42743228731.5943,2369.6839489322,0,0,0,0,0,2369.6839489322,18037523,19109664,1,1.1619433198,1.5974089069,1.3747735192
"3104","Poland",616,"POL",2010,"Poland",642897.582,62.7780519037,79.4955336,374617874.807987,295837757.465676,406709914.932603,40.2222943736,19153401.3794631,3.5378801776,4.48,975545756.281226,770393748.539949,1059116924.82203,1350163631.08921,1066231506.00562,1465826839.75463,35.3597014486,27.9237470625,38.3888280173,4.26783,-461.04729,-22960155.042,-10564432506.1185,-276.6740051272,1.62449,-383.13244,-71.5715380056,-1370838394.76746,-35.9011569095,-312.5751620368,38183683,NA,1,0.7897053968,1.0856660674,1.3747735192
"3105","Iran, Islamic Rep.",364,"IRN",1977,"Iran",2.79e+08,39.04015,13.92,28467374400,80835330064.0032,111130271184.854,391.0805574563,22498960.609321,4.1558481013,0.79,3098666793.89684,8798906057.28001,12096503045.1582,31566041193.8968,89634236121.2832,123226774230.012,891.6036443085,2531.7780930984,3480.6214787905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35403670,35350260,1,2.839578,3.90377664,1.3747735192
"3106","Myanmar",104,"MMR",1951,"Burma (Myanmar)",117213,11.19891,1.71,1469182.9059,9730122.17938939,13376714.3104525,NA,0,NA,0.07,NA,NA,NA,1469182.9059,9730122.17938939,13376714.3104525,0.0784107865,0.5192998975,0.7139197476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18737000,19788256,1,6.622812,9.10486656,1.3747735192
"3107","Sweden",752,"SWE",1959,"Sweden",NA,12.14371,2.08,NA,NA,NA,0,14721586.7556743,2.7192668776,0.13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7446000,7446000,1,5.901294,8.11294272,1.3747735192
"3108","Bolivia",68,"BOL",1941,"Bolivia",32104,13.17518,1.14,268267.4448,3135760.99315073,4310961.17581029,NA,0,NA,0.05,NA,NA,NA,268267.4448,3135760.99315073,4310961.17581029,0.0985914902,1.1524296189,1.5843297228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2721000,2721000,1,11.688936,16.06963968,1.3747735192
"3109","Trinidad and Tobago",780,"TTO",1968,"Trinidad and Tobago",9139891,8.797903,1.8,120591721.854,596604149.078625,820195585.576524,12.7573052978,14955265.6366302,2.7624303797,0.16,38564198.2800336,190788889.536,262291513.084753,159155920.134034,787393038.614625,1082487098.66128,168.9834931449,836.0130495365,1149.3286021782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941843,963086,1,4.947306,6.80142528,1.3747735192
"3110","Niger",562,"NER",2010,"Niger",0,62.7780519037,79.4955336,0,0,0,0,19153401.3794631,3.5378801776,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15511953,NA,1,0.7897053968,1.0856660674,1.3747735192
